,Unnamed: 0,Date,Matchup,Bookmaker,Team,Moneyline Odds,Estimated Win Percentage,TEAM_NAME,GAME_DATE,Model Win Prob,WL,Difference,Would have profitted
1444,1497,2024-02-06,Indiana Pacers vs Houston Rockets,draftkings,Indiana Pacers,-285,0.7402597402597403,Indiana Pacers,2024-02-06,0.37079164,1,-0.3694681002597403,False
149,154,2023-11-03,Portland Trail Blazers vs Memphis Grizzlies,draftkings,Memphis Grizzlies,-148,0.5967741935483871,Memphis Grizzlies,2023-11-03,0.2276054,0,-0.3691687935483871,True
2126,2203,2024-03-30,New Orleans Pelicans vs Boston Celtics,draftkings,New Orleans Pelicans,190,0.3448275862068966,New Orleans Pelicans,2024-03-30,0.71323836,0,0.3684107737931034,False
1458,1511,2024-02-07,Charlotte Hornets vs Toronto Raptors,draftkings,Toronto Raptors,-278,0.7354497354497355,Toronto Raptors,2024-02-07,0.3679346,1,-0.36751513544973546,False
147,152,2023-11-03,Denver Nuggets vs Dallas Mavericks,draftkings,Dallas Mavericks,220,0.3125,Dallas Mavericks,2023-11-03,0.6798068,0,0.36730680000000004,False
1909,1978,2024-03-14,Oklahoma City Thunder vs Dallas Mavericks,draftkings,Dallas Mavericks,350,0.2222222222222222,Dallas Mavericks,2024-03-14,0.58867663,0,0.3664544077777778,False
39,40,2023-10-27,Cleveland Cavaliers vs Oklahoma City Thunder,draftkings,Cleveland Cavaliers,-155,0.6078431372549019,Cleveland Cavaliers,2023-10-27,0.24216607,0,-0.3656770672549019,True
509,525,2023-11-29,Denver Nuggets vs Houston Rockets,draftkings,Houston Rockets,210,0.3225806451612903,Houston Rockets,2023-11-29,0.68783456,0,0.36525391483870967,False
725,752,2023-12-17,Milwaukee Bucks vs Houston Rockets,draftkings,Houston Rockets,190,0.3448275862068966,Houston Rockets,2023-12-17,0.71000373,0,0.3651761437931035,False
856,887,2023-12-26,Portland Trail Blazers vs Sacramento Kings,draftkings,Sacramento Kings,-310,0.7560975609756098,Sacramento Kings,2023-12-26,0.39192656,0,-0.3641710009756098,True
1057,1095,2024-01-10,Boston Celtics vs Minnesota Timberwolves,draftkings,Minnesota Timberwolves,220,0.3125,Minnesota Timberwolves,2024-01-10,0.6765557,0,0.3640557,False
1823,1888,2024-03-08,Oklahoma City Thunder vs Miami Heat,draftkings,Miami Heat,270,0.2702702702702703,Miami Heat,2024-03-08,0.6342491,0,0.3639788297297297,False
2154,2232,2024-04-01,Detroit Pistons vs Memphis Grizzlies,draftkings,Detroit Pistons,-142,0.5867768595041323,Detroit Pistons,2024-04-01,0.2232804,0,-0.3634964595041323,True
270,279,2023-11-12,Houston Rockets vs Denver Nuggets,draftkings,Houston Rockets,145,0.4081632653061224,Houston Rockets,2023-11-12,0.77099043,1,0.3628271646938776,True
471,486,2023-11-26,Denver Nuggets vs San Antonio Spurs,draftkings,Denver Nuggets,-750,0.8823529411764706,Denver Nuggets,2023-11-26,0.51963305,1,-0.3627198911764705,False
947,981,2024-01-02,Oklahoma City Thunder vs Boston Celtics,draftkings,Oklahoma City Thunder,124,0.4464285714285714,Oklahoma City Thunder,2024-01-02,0.80876,1,0.36233142857142864,True
194,200,2023-11-06,Chicago Bulls vs Utah Jazz,draftkings,Chicago Bulls,-175,0.6363636363636364,Chicago Bulls,2023-11-06,0.27423888,1,-0.36212475636363634,False
13,13,2023-10-25,Brooklyn Nets vs Cleveland Cavaliers,draftkings,Cleveland Cavaliers,-115,0.5348837209302325,Cleveland Cavaliers,2023-10-25,0.17327002,1,-0.3616137009302325,False
1364,1414,2024-01-31,Minnesota Timberwolves vs Dallas Mavericks,draftkings,Dallas Mavericks,750,0.1176470588235294,Dallas Mavericks,2024-01-31,0.47776404,0,0.3601169811764706,False
1532,1587,2024-02-12,Toronto Raptors vs San Antonio Spurs,draftkings,Toronto Raptors,-250,0.7142857142857143,Toronto Raptors,2024-02-12,0.3542116,0,-0.3600741142857143,True
590,610,2023-12-06,Golden State Warriors vs Portland Trail Blazers,draftkings,Golden State Warriors,-750,0.8823529411764706,Golden State Warriors,2023-12-06,0.523741,1,-0.35861194117647055,False
1956,2027,2024-03-18,Indiana Pacers vs Cleveland Cavaliers,draftkings,Indiana Pacers,-290,0.7435897435897436,Indiana Pacers,2024-03-18,0.38604084,0,-0.3575489035897436,True
1961,2032,2024-03-18,Chicago Bulls vs Portland Trail Blazers,draftkings,Chicago Bulls,-340,0.7727272727272727,Chicago Bulls,2024-03-18,0.4154724,1,-0.3572548727272727,False
859,891,2023-12-27,Orlando Magic vs Philadelphia 76ers,draftkings,Philadelphia 76ers,114,0.4672897196261682,Philadelphia 76ers,2023-12-27,0.8239134,1,0.3566236803738318,True
1816,1881,2024-03-08,Philadelphia 76ers vs New Orleans Pelicans,draftkings,Philadelphia 76ers,250,0.2857142857142857,Philadelphia 76ers,2024-03-08,0.6418692,0,0.35615491428571433,False
2188,2267,2024-04-03,Brooklyn Nets vs Indiana Pacers,draftkings,Indiana Pacers,-298,0.7487437185929648,Indiana Pacers,2024-04-03,0.39283544,0,-0.35590827859296487,True
1622,1681,2024-02-23,Golden State Warriors vs Charlotte Hornets,draftkings,Golden State Warriors,-950,0.9047619047619048,Golden State Warriors,2024-02-23,0.54898745,1,-0.3557744547619047,False
789,819,2023-12-21,Milwaukee Bucks vs Orlando Magic,draftkings,Orlando Magic,285,0.2597402597402597,Orlando Magic,2023-12-21,0.61460745,0,0.35486719025974034,False
400,412,2023-11-22,Charlotte Hornets vs Washington Wizards,draftkings,Charlotte Hornets,-180,0.6428571428571429,Charlotte Hornets,2023-11-22,0.2885914,1,-0.3542657428571429,False
1472,1526,2024-02-08,Orlando Magic vs San Antonio Spurs,draftkings,Orlando Magic,-550,0.8461538461538461,Orlando Magic,2024-02-08,0.491987,1,-0.35416684615384614,False
1663,1723,2024-02-26,Sacramento Kings vs Miami Heat,draftkings,Sacramento Kings,-298,0.7487437185929648,Sacramento Kings,2024-02-26,0.39602518,0,-0.35271853859296487,True
718,744,2023-12-16,Sacramento Kings vs Utah Jazz,draftkings,Sacramento Kings,-440,0.8148148148148148,Sacramento Kings,2023-12-16,0.46260667,1,-0.35220814481481477,False
309,319,2023-11-15,Philadelphia 76ers vs Boston Celtics,draftkings,Philadelphia 76ers,136,0.423728813559322,Philadelphia 76ers,2023-11-15,0.77520466,0,0.351475846440678,False
493,509,2023-11-28,Minnesota Timberwolves vs Oklahoma City Thunder,draftkings,Oklahoma City Thunder,140,0.4166666666666667,Oklahoma City Thunder,2023-11-28,0.7680572,0,0.3513905333333333,False
1751,1814,2024-03-03,San Antonio Spurs vs Indiana Pacers,draftkings,Indiana Pacers,-250,0.7142857142857143,Indiana Pacers,2024-03-03,0.36300918,0,-0.3512765342857143,True
1268,1314,2024-01-25,Washington Wizards vs Utah Jazz,draftkings,Utah Jazz,-305,0.7530864197530864,Utah Jazz,2024-01-25,0.40198877,1,-0.35109764975308644,False
1232,1277,2024-01-22,Toronto Raptors vs Memphis Grizzlies,draftkings,Toronto Raptors,-290,0.7435897435897436,Toronto Raptors,2024-01-22,0.39253205,0,-0.3510576935897436,True
1734,1796,2024-03-02,Memphis Grizzlies vs Portland Trail Blazers,draftkings,Memphis Grizzlies,-142,0.5867768595041323,Memphis Grizzlies,2024-03-02,0.2360968,0,-0.3506800595041323,True
9,9,2023-10-25,Orlando Magic vs Houston Rockets,draftkings,Orlando Magic,-170,0.6296296296296297,Orlando Magic,2023-10-25,0.98001254,1,0.3503829103703704,True
1471,1525,2024-02-08,Indiana Pacers vs Golden State Warriors,draftkings,Indiana Pacers,-250,0.7142857142857143,Indiana Pacers,2024-02-08,0.36394686,0,-0.3503388542857143,True
802,832,2023-12-22,Golden State Warriors vs Washington Wizards,draftkings,Golden State Warriors,-625,0.8620689655172413,Golden State Warriors,2023-12-22,0.5117631,1,-0.3503058655172413,False
1994,2066,2024-03-20,Phoenix Suns vs Philadelphia 76ers,draftkings,Philadelphia 76ers,295,0.2531645569620253,Philadelphia 76ers,2024-03-20,0.60345846,0,0.35029390303797475,False
2306,2390,2024-04-11,Boston Celtics vs New York Knicks,draftkings,Boston Celtics,124,0.4464285714285714,Boston Celtics,2024-04-11,0.79628414,0,0.34985556857142863,False
1652,1711,2024-02-25,Utah Jazz vs San Antonio Spurs,draftkings,Utah Jazz,-265,0.726027397260274,Utah Jazz,2024-02-25,0.3770524,1,-0.348974997260274,False
811,842,2023-12-23,New Orleans Pelicans vs Houston Rockets,draftkings,Houston Rockets,195,0.3389830508474576,Houston Rockets,2023-12-23,0.6876854,1,0.3487023491525424,True
1743,1805,2024-03-03,Boston Celtics vs Golden State Warriors,draftkings,Golden State Warriors,455,0.1801801801801801,Golden State Warriors,2024-03-03,0.528378,0,0.3481978198198199,False
89,92,2023-10-30,Oklahoma City Thunder vs Detroit Pistons,draftkings,Detroit Pistons,180,0.3571428571428571,Detroit Pistons,2023-10-30,0.70510703,0,0.3479641728571429,False
1610,1668,2024-02-23,Atlanta Hawks vs Toronto Raptors,draftkings,Atlanta Hawks,-270,0.7297297297297297,Atlanta Hawks,2024-02-23,0.38190445,0,-0.3478252797297297,True
2050,2124,2024-03-25,Toronto Raptors vs Brooklyn Nets,draftkings,Brooklyn Nets,-238,0.7041420118343196,Brooklyn Nets,2024-03-25,0.35645124,1,-0.34769077183431957,False
2103,2179,2024-03-29,Charlotte Hornets vs Golden State Warriors,draftkings,Golden State Warriors,-850,0.8947368421052632,Golden State Warriors,2024-03-29,0.5473263,1,-0.3474105421052631,False
1548,1604,2024-02-13,Milwaukee Bucks vs Miami Heat,draftkings,Miami Heat,260,0.2777777777777778,Miami Heat,2024-02-13,0.62479293,1,0.34701515222222223,True
1318,1366,2024-01-28,Atlanta Hawks vs Toronto Raptors,draftkings,Atlanta Hawks,-245,0.7101449275362319,Atlanta Hawks,2024-01-28,0.36316895,1,-0.34697597753623194,False
314,324,2023-11-15,Phoenix Suns vs Minnesota Timberwolves,draftkings,Minnesota Timberwolves,180,0.3571428571428571,Minnesota Timberwolves,2023-11-15,0.70396346,0,0.3468206028571429,False
1091,1130,2024-01-12,San Antonio Spurs vs Charlotte Hornets,draftkings,Charlotte Hornets,100,0.5,Charlotte Hornets,2024-01-12,0.15439627,0,-0.34560373,True
1908,1977,2024-03-14,Milwaukee Bucks vs Philadelphia 76ers,draftkings,Philadelphia 76ers,295,0.2531645569620253,Philadelphia 76ers,2024-03-14,0.5984179,0,0.34525334303797467,False
943,977,2024-01-01,Los Angeles Clippers vs Miami Heat,draftkings,Miami Heat,230,0.303030303030303,Miami Heat,2024-01-01,0.6471009,0,0.344070596969697,False
2170,2248,2024-04-02,Minnesota Timberwolves vs Houston Rockets,draftkings,Houston Rockets,275,0.2666666666666666,Houston Rockets,2024-04-02,0.61047554,0,0.34380887333333343,False
332,342,2023-11-17,Cleveland Cavaliers vs Detroit Pistons,draftkings,Cleveland Cavaliers,-360,0.782608695652174,Cleveland Cavaliers,2023-11-17,0.43923786,1,-0.34337083565217397,False
1020,1056,2024-01-07,Brooklyn Nets vs Portland Trail Blazers,draftkings,Brooklyn Nets,-340,0.7727272727272727,Brooklyn Nets,2024-01-07,0.42944083,0,-0.3432864427272727,True
2310,2394,2024-04-11,Portland Trail Blazers vs Golden State Warriors,draftkings,Golden State Warriors,-1050,0.9130434782608696,Golden State Warriors,2024-04-11,0.570264,1,-0.34277947826086963,False
1662,1722,2024-02-26,Sacramento Kings vs Miami Heat,draftkings,Miami Heat,240,0.2941176470588235,Miami Heat,2024-02-26,0.6368526,1,0.3427349529411765,True
373,384,2023-11-19,Los Angeles Lakers vs Houston Rockets,draftkings,Houston Rockets,180,0.3571428571428571,Houston Rockets,2023-11-19,0.698222,0,0.3410791428571429,False
29,30,2023-10-26,Los Angeles Lakers vs Phoenix Suns,draftkings,Los Angeles Lakers,-218,0.6855345911949685,Los Angeles Lakers,2023-10-26,0.34448344,1,-0.34105115119496854,False
1356,1405,2024-01-30,Golden State Warriors vs Philadelphia 76ers,draftkings,Philadelphia 76ers,154,0.3937007874015748,Philadelphia 76ers,2024-01-30,0.7345886,0,0.3408878125984252,False
1382,1432,2024-02-01,Utah Jazz vs Philadelphia 76ers,draftkings,Philadelphia 76ers,154,0.3937007874015748,Philadelphia 76ers,2024-02-01,0.73451877,1,0.34081798259842516,True
1213,1257,2024-01-20,Minnesota Timberwolves vs Oklahoma City Thunder,draftkings,Oklahoma City Thunder,124,0.4464285714285714,Oklahoma City Thunder,2024-01-20,0.7866734,1,0.34024482857142857,True
1723,1784,2024-03-01,Memphis Grizzlies vs Portland Trail Blazers,draftkings,Memphis Grizzlies,-135,0.574468085106383,Memphis Grizzlies,2024-03-01,0.23431122,0,-0.34015686510638304,True
1894,1962,2024-03-13,New Orleans Pelicans vs Cleveland Cavaliers,draftkings,Cleveland Cavaliers,230,0.303030303030303,Cleveland Cavaliers,2024-03-13,0.6429882,1,0.339957896969697,True
956,990,2024-01-03,Cleveland Cavaliers vs Washington Wizards,draftkings,Cleveland Cavaliers,-440,0.8148148148148148,Cleveland Cavaliers,2024-01-03,0.475853,1,-0.33896181481481474,False
1687,1747,2024-02-28,Indiana Pacers vs New Orleans Pelicans,draftkings,New Orleans Pelicans,190,0.3448275862068966,New Orleans Pelicans,2024-02-28,0.6836793,0,0.3388517137931034,False
2065,2139,2024-03-25,Sacramento Kings vs Philadelphia 76ers,draftkings,Sacramento Kings,-395,0.797979797979798,Sacramento Kings,2024-03-25,0.45942083,1,-0.338558967979798,False
1760,1824,2024-03-04,Utah Jazz vs Washington Wizards,draftkings,Utah Jazz,-238,0.7041420118343196,Utah Jazz,2024-03-04,0.36583576,1,-0.33830625183431956,False
626,649,2023-12-11,Detroit Pistons vs Indiana Pacers,draftkings,Indiana Pacers,-270,0.7297297297297297,Indiana Pacers,2023-12-11,0.39144364,1,-0.33828608972972973,False
1856,1923,2024-03-10,New York Knicks vs Philadelphia 76ers,draftkings,Philadelphia 76ers,230,0.303030303030303,Philadelphia 76ers,2024-03-10,0.64100486,1,0.337974556969697,True
353,364,2023-11-18,San Antonio Spurs vs Memphis Grizzlies,draftkings,Memphis Grizzlies,-148,0.5967741935483871,Memphis Grizzlies,2023-11-18,0.25893298,1,-0.33784121354838714,False
2147,2225,2024-03-31,New York Knicks vs Oklahoma City Thunder,draftkings,Oklahoma City Thunder,130,0.4347826086956521,Oklahoma City Thunder,2024-03-31,0.77189,1,0.33710739130434786,True
1181,1225,2024-01-18,Sacramento Kings vs Indiana Pacers,draftkings,Sacramento Kings,-310,0.7560975609756098,Sacramento Kings,2024-01-18,0.41923094,0,-0.33686662097560977,True
1955,2026,2024-03-18,Indiana Pacers vs Cleveland Cavaliers,draftkings,Cleveland Cavaliers,235,0.2985074626865671,Cleveland Cavaliers,2024-03-18,0.6348119,1,0.3363044373134329,True
1763,1827,2024-03-04,Sacramento Kings vs Chicago Bulls,draftkings,Sacramento Kings,-258,0.7206703910614525,Sacramento Kings,2024-03-04,0.38443863,0,-0.33623176106145247,True
2273,2355,2024-04-09,Memphis Grizzlies vs San Antonio Spurs,draftkings,San Antonio Spurs,-166,0.6240601503759399,San Antonio Spurs,2024-04-09,0.28798363,1,-0.3360765203759399,False
779,808,2023-12-21,Detroit Pistons vs Utah Jazz,draftkings,Detroit Pistons,100,0.5,Detroit Pistons,2023-12-21,0.16405323,0,-0.33594677,True
584,603,2023-12-06,Chicago Bulls vs Charlotte Hornets,draftkings,Chicago Bulls,-185,0.6491228070175439,Chicago Bulls,2023-12-06,0.31426787,1,-0.3348549370175439,False
545,564,2023-12-02,Detroit Pistons vs Cleveland Cavaliers,draftkings,Cleveland Cavaliers,-340,0.7727272727272727,Cleveland Cavaliers,2023-12-02,0.43841884,1,-0.33430843272727273,False
1656,1716,2024-02-26,Indiana Pacers vs Toronto Raptors,draftkings,Indiana Pacers,-250,0.7142857142857143,Indiana Pacers,2024-02-26,0.38018635,0,-0.3340993642857143,True
2250,2332,2024-04-07,Toronto Raptors vs Washington Wizards,draftkings,Toronto Raptors,-175,0.6363636363636364,Toronto Raptors,2024-04-07,0.302544,1,-0.3338196363636364,False
679,704,2023-12-14,Denver Nuggets vs Brooklyn Nets,draftkings,Brooklyn Nets,370,0.2127659574468085,Brooklyn Nets,2023-12-14,0.5462294,0,0.3334634425531915,False
1062,1100,2024-01-10,Indiana Pacers vs Washington Wizards,draftkings,Indiana Pacers,-325,0.7647058823529411,Indiana Pacers,2024-01-10,0.43127376,1,-0.3334321223529411,False
459,474,2023-11-26,Boston Celtics vs Atlanta Hawks,draftkings,Atlanta Hawks,260,0.2777777777777778,Atlanta Hawks,2023-11-26,0.610594,0,0.3328162222222222,False
1139,1180,2024-01-15,Memphis Grizzlies vs Golden State Warriors,draftkings,Golden State Warriors,-325,0.7647058823529411,Golden State Warriors,2024-01-15,0.43194056,0,-0.33276532235294115,True
1903,1971,2024-03-14,Boston Celtics vs Phoenix Suns,draftkings,Phoenix Suns,205,0.3278688524590163,Phoenix Suns,2024-03-14,0.6606246,0,0.3327557475409837,False
20,20,2023-10-25,Memphis Grizzlies vs New Orleans Pelicans,draftkings,Memphis Grizzlies,-105,0.5121951219512195,Memphis Grizzlies,2023-10-25,0.18042691,0,-0.3317682119512195,True
2064,2138,2024-03-25,Sacramento Kings vs Philadelphia 76ers,draftkings,Philadelphia 76ers,310,0.2439024390243902,Philadelphia 76ers,2024-03-25,0.5749689,0,0.33106646097560977,False
443,456,2023-11-24,Golden State Warriors vs San Antonio Spurs,draftkings,Golden State Warriors,-500,0.8333333333333334,Golden State Warriors,2023-11-24,0.5027994,1,-0.33053393333333336,False
2156,2234,2024-04-01,Orlando Magic vs Portland Trail Blazers,draftkings,Orlando Magic,-1650,0.9428571428571428,Orlando Magic,2024-04-01,0.6126321,1,-0.3302250428571428,False
1846,1913,2024-03-10,Sacramento Kings vs Houston Rockets,draftkings,Sacramento Kings,-250,0.7142857142857143,Sacramento Kings,2024-03-10,0.384217,0,-0.3300687142857143,True
2265,2347,2024-04-09,Philadelphia 76ers vs Detroit Pistons,draftkings,Philadelphia 76ers,-1600,0.9411764705882352,Philadelphia 76ers,2024-04-09,0.61184216,1,-0.32933431058823515,False
1113,1153,2024-01-13,Oklahoma City Thunder vs Orlando Magic,draftkings,Orlando Magic,455,0.1801801801801801,Orlando Magic,2024-01-13,0.5093868,0,0.3292066198198199,False
424,437,2023-11-22,Portland Trail Blazers vs Utah Jazz,draftkings,Utah Jazz,-148,0.5967741935483871,Utah Jazz,2023-11-22,0.2682878,0,-0.3284863935483871,True
1240,1285,2024-01-22,Sacramento Kings vs Atlanta Hawks,draftkings,Sacramento Kings,-345,0.7752808988764045,Sacramento Kings,2024-01-22,0.4471799,1,-0.3281009988764045,False
58,60,2023-10-28,Cleveland Cavaliers vs Indiana Pacers,draftkings,Cleveland Cavaliers,-162,0.6183206106870229,Cleveland Cavaliers,2023-10-28,0.290271,0,-0.32804961068702293,True
1718,1779,2024-03-01,Boston Celtics vs Dallas Mavericks,draftkings,Dallas Mavericks,330,0.2325581395348837,Dallas Mavericks,2024-03-01,0.5597391,0,0.32718096046511635,False
925,958,2023-12-31,Memphis Grizzlies vs Sacramento Kings,draftkings,Memphis Grizzlies,-125,0.5555555555555556,Memphis Grizzlies,2023-12-31,0.22838567,0,-0.3271698855555556,True
616,636,2023-12-08,Denver Nuggets vs Houston Rockets,draftkings,Denver Nuggets,-360,0.782608695652174,Denver Nuggets,2023-12-08,0.45564127,0,-0.32696742565217396,True
1830,1896,2024-03-09,Charlotte Hornets vs Brooklyn Nets,draftkings,Brooklyn Nets,-225,0.6923076923076923,Brooklyn Nets,2024-03-09,0.36593992,0,-0.3263677723076923,True
1539,1594,2024-02-12,Dallas Mavericks vs Washington Wizards,draftkings,Dallas Mavericks,-1050,0.9130434782608696,Dallas Mavericks,2024-02-12,0.5870123,1,-0.3260311782608696,False
2226,2306,2024-04-05,Phoenix Suns vs Minnesota Timberwolves,draftkings,Minnesota Timberwolves,142,0.4132231404958678,Minnesota Timberwolves,2024-04-05,0.73864985,0,0.32542670950413227,False
436,449,2023-11-24,Houston Rockets vs Denver Nuggets,draftkings,Houston Rockets,130,0.4347826086956521,Houston Rockets,2023-11-24,0.7599518,1,0.32516919130434785,True
2043,2117,2024-03-24,Milwaukee Bucks vs Oklahoma City Thunder,draftkings,Oklahoma City Thunder,124,0.4464285714285714,Oklahoma City Thunder,2024-03-24,0.7713554,0,0.3249268285714286,False
1294,1341,2024-01-26,San Antonio Spurs vs Portland Trail Blazers,draftkings,San Antonio Spurs,-135,0.574468085106383,San Antonio Spurs,2024-01-26,0.24958132,1,-0.32488676510638304,False
1556,1612,2024-02-14,Charlotte Hornets vs Atlanta Hawks,draftkings,Atlanta Hawks,-238,0.7041420118343196,Atlanta Hawks,2024-02-14,0.3824342,0,-0.32170781183431957,True
817,848,2023-12-23,Brooklyn Nets vs Detroit Pistons,draftkings,Brooklyn Nets,-455,0.8198198198198198,Brooklyn Nets,2023-12-23,0.49814236,1,-0.32167745981981977,False
